plz,name,canton,canton_name,municipality
4145,Gempen,SO,Solothurn,
4146,Hochwald,SO,Solothurn,
4147,Aesch BL,BL,Basel-Landschaft,
4148,Pfeffingen,BL,Basel-Landschaft,
4153,Reinach BL,BL,Basel-Landschaft,
4202,Duggingen,BL,Basel-Landschaft,
4203,Grellingen,BL,Basel-Landschaft,
4204,Himmelried,SO,Solothurn,
4206,Seewen SO,SO,Solothurn,
4207,Bretzwil,BL,Basel-Landschaft,
4208,Nunningen,SO,Solothurn,
4222,Zwingen,BL,Basel-Landschaft,
4223,Blauen,BL,Basel-Landschaft,
4224,Nenzlingen,BL,Basel-Landschaft,
4225,Brislach,BL,Basel-Landschaft,
4226,Breitenbach,SO,Solothurn,
4227,Büsserach,SO,Solothurn,
4228,Erschwil,SO,Solothurn,
4229,Beinwil SO,SO,Solothurn,
4232,Fehren,SO,Solothurn,
4233,Meltingen,SO,Solothurn,
4234,Zullwil,SO,Solothurn,
4242,Laufen,BL,Basel-Landschaft,
4243,Dittingen,BL,Basel-Landschaft,
4244,Röschenz,BL,Basel-Landschaft,
4245,Kleinlützel,SO,Solothurn,
4246,Wahlen b. Laufen,BL,Basel-Landschaft,
4247,Grindel,SO,Solothurn,
4252,Bärschwil,SO,Solothurn,
4253,Liesberg,SO,Solothurn,
4254,Liesberg Dorf,BL,Basel-Landschaft,
4302,Augst BL,BL,Basel-Landschaft,
4303,Kaiseraugst,BL,Basel-Landschaft,
4304,Giebenach,BL,Basel-Landschaft,
4305,Olsberg,BL,Basel-Landschaft,
4310,Rheinfelden,AG,Aargau,
4312,Magden,AG,Aargau,
4313,Möhlin,AG,Aargau,
4314,Zeiningen,AG,Aargau,
4315,Zuzgen,AG,Aargau,
4316,Hellikon,BL,Basel-Landschaft,
4317,Wegenstetten,AG,Aargau,
4322,Mumpf,AG,Aargau,
4323,Wallbach,AG,Aargau,
4324,Obermumpf,AG,Aargau,
4325,Schupfart,AG,Aargau,
4332,Stein AG,AG,Aargau,
4333,Münchwilen AG,AG,Aargau,
4334,Sisseln AG,AG,Aargau,
4402,Frenkendorf,BL,Basel-Landschaft,
4410,Liestal,BL,Basel-Landschaft,
4411,Seltisberg,BL,Basel-Landschaft,
4412,Nuglar,SO,Solothurn,
4413,Büren SO,SO,Solothurn,
4414,Füllinsdorf,BL,Basel-Landschaft,
4415,Lausen,BL,Basel-Landschaft,
4416,Bubendorf,BL,Basel-Landschaft,
4417,Ziefen,BL,Basel-Landschaft,
4418,Reigoldswil,SO,Solothurn,
4419,Lupsingen,BL,Basel-Landschaft,
4421,St. Pantaleon,SO,Solothurn,
4422,Arisdorf,BL,Basel-Landschaft,
4423,Hersberg,BL,Basel-Landschaft,
4424,Arboldswil,BL,Basel-Landschaft,
4425,Titterten,BL,Basel-Landschaft,
4426,Lauwil,BL,Basel-Landschaft,
4431,Bennwil,BL,Basel-Landschaft,
4432,Lampenberg,BL,Basel-Landschaft,
4433,Ramlinsburg,BL,Basel-Landschaft,
4434,Hölstein,BL,Basel-Landschaft,
4435,Niederdorf,BL,Basel-Landschaft,
4436,Liedertswil,BL,Basel-Landschaft,
4436,Oberdorf BL,BL,Basel-Landschaft,
4437,Waldenburg,BL,Basel-Landschaft,
4438,Langenbruck,SO,Solothurn,
4441,Thürnen,BL,Basel-Landschaft,
4442,Diepflingen,BL,Basel-Landschaft,
4443,Wittinsburg,BL,Basel-Landschaft,
4444,Rümlingen,BL,Basel-Landschaft,
4445,Häfelfingen,BL,Basel-Landschaft,
4446,Buckten,BL,Basel-Landschaft,
4447,Känerkinden,BL,Basel-Landschaft,
4448,Läufelfingen,BL,Basel-Landschaft,
4450,Sissach,BL,Basel-Landschaft,
4451,Wintersingen,BL,Basel-Landschaft,
4452,Itingen,BL,Basel-Landschaft,
4453,Nusshof,BL,Basel-Landschaft,
4455,Zunzgen,BL,Basel-Landschaft,
4456,Tenniken,BL,Basel-Landschaft,
4457,Diegten,BL,Basel-Landschaft,
4458,Eptingen,BL,Basel-Landschaft,
4460,Gelterkinden,BL,Basel-Landschaft,
4461,Böckten,BL,Basel-Landschaft,
4462,Rickenbach BL,BL,Basel-Landschaft,
4463,Buus,BL,Basel-Landschaft,
4464,Maisprach,BL,Basel-Landschaft,
4465,Hemmiken,BL,Basel-Landschaft,
4466,Ormalingen,BL,Basel-Landschaft,
4467,Rothenfluh,BL,Basel-Landschaft,
4468,Kienberg,SO,Solothurn,
4469,Anwil,BL,Basel-Landschaft,
4492,Tecknau,BL,Basel-Landschaft,
4493,Wenslingen,BL,Basel-Landschaft,
4494,Oltingen,BL,Basel-Landschaft,
4495,Zeglingen,BL,Basel-Landschaft,
4496,Kilchberg BL,BL,Basel-Landschaft,
4497,Rünenberg,BL,Basel-Landschaft,
4500,Solothurn,SO,Solothurn,
4512,Bellach,SO,Solothurn,
4513,Langendorf,SO,Solothurn,
4514,Lommiswil,SO,Solothurn,
4515,Oberdorf SO,SO,Solothurn,
4515,Weissenstein b. Solothurn,SO,Solothurn,
4522,Rüttenen,SO,Solothurn,
4523,Niederwil SO,SO,Solothurn,
4524,Balmberg,SO,Solothurn,
4524,Günsberg,SO,Solothurn,
4524,Oberbalmberg,SO,Solothurn,
4525,Balm b. Günsberg,SO,Solothurn,
4528,Zuchwil,SO,Solothurn,
4532,Feldbrunnen,SO,Solothurn,
4533,Riedholz,SO,Solothurn,
4534,Flumenthal,SO,Solothurn,
4535,Hubersdorf,SO,Solothurn,
4535,Kammersrohr,SO,Solothurn,
4536,Attiswil,BE,Bern / Berne,
4537,Wiedlisbach,BE,Bern / Berne,
4538,Oberbipp,BE,Bern / Berne,
4539,Farnern,BE,Bern / Berne,
4539,Rumisberg,BE,Bern / Berne,
4542,Luterbach,SO,Solothurn,
4543,Deitingen,SO,Solothurn,
4552,Derendingen,SO,Solothurn,
4553,Subingen,SO,Solothurn,
4554,Etziken,SO,Solothurn,
4554,Hüniken,SO,Solothurn,
4556,Aeschi SO,SO,Solothurn,
4556,Bolken,SO,Solothurn,
4556,Burgäschi,SO,Solothurn,
4556,Steinhof SO,SO,Solothurn,
4557,Horriwil,SO,Solothurn,
4558,Heinrichswil,SO,Solothurn,
4558,Hersiwil,SO,Solothurn,
4558,Winistorf,SO,Solothurn,
4562,Biberist,SO,Solothurn,
4563,Gerlafingen,SO,Solothurn,
4564,Obergerlafingen,SO,Solothurn,
4564,Zielebach,BE,Bern / Berne,
4565,Recherswil,SO,Solothurn,
4566,Halten,SO,Solothurn,
4566,Kriegstetten,SO,Solothurn,
4566,Oekingen,SO,Solothurn,
4571,Ichertswil,SO,Solothurn,
4571,Lüterkofen,SO,Solothurn,
4573,Lohn-Ammannsegg,SO,Solothurn,
4574,Lüsslingen,SO,Solothurn,
4574,Nennigkofen,SO,Solothurn,
4576,Tscheppach,SO,Solothurn,
4577,Hessigkofen,SO,Solothurn,
4578,Bibern SO,SO,Solothurn,
4579,Gossliwil,SO,Solothurn,
4581,Küttigkofen,SO,Solothurn,
4582,Brügglen,SO,Solothurn,
4583,Aetigkofen,SO,Solothurn,
4583,Mühledorf SO,SO,Solothurn,
4584,Gächliwil,SO,Solothurn,
4584,Lüterswil,SO,Solothurn,
4585,Biezwil,SO,Solothurn,
4586,Kyburg-Buchegg,SO,Solothurn,
4587,Aetingen,SO,Solothurn,
4588,Brittern,SO,Solothurn,
4588,Oberramsern,SO,Solothurn,
4588,Unterramsern,SO,Solothurn,
4600,Olten,SO,Solothurn,
4612,Wangen b. Olten,SO,Solothurn,
4613,Rickenbach SO,SO,Solothurn,
4614,Hägendorf,SO,Solothurn,
4615,Allerheiligenberg,SO,Solothurn,
4616,Kappel SO,SO,Solothurn,
4617,Gunzgen,SO,Solothurn,
4618,Boningen,SO,Solothurn,
4622,Egerkingen,SO,Solothurn,
4623,Neuendorf,SO,Solothurn,
4624,Härkingen,SO,Solothurn,
4625,Oberbuchsiten,SO,Solothurn,
4626,Niederbuchsiten,SO,Solothurn,
4628,Wolfwil,SO,Solothurn,
4629,Fulenbach,SO,Solothurn,
4632,Trimbach,SO,Solothurn,
4633,Hauenstein,SO,Solothurn,
4634,Wisen SO,SO,Solothurn,
4652,Winznau,SO,Solothurn,
4653,Obergösgen,SO,Solothurn,
4654,Lostorf,SO,Solothurn,
4655,Rohr b. Olten,SO,Solothurn,
4655,Stüsslingen,SO,Solothurn,
4656,Starrkirch-Wil,SO,Solothurn,
4657,Dulliken,SO,Solothurn,
4658,Däniken SO,SO,Solothurn,
4663,Aarburg,SO,Solothurn,
4665,Oftringen,AG,Aargau,
4702,Oensingen,SO,Solothurn,
4703,Kestenholz,SO,Solothurn,
4704,Niederbipp,BE,Bern / Berne,
4704,Wolfisberg,BE,Bern / Berne,
4710,Balsthal,SO,Solothurn,
4712,Laupersdorf,SO,Solothurn,
4713,Matzendorf,SO,Solothurn,
4714,Aedermannsdorf,SO,Solothurn,
4715,Herbetswil,SO,Solothurn,
4716,Gänsbrunnen,SO,Solothurn,
4716,Welschenrohr,SO,Solothurn,
4717,Mümliswil,SO,Solothurn,
4718,Holderbank SO,SO,Solothurn,
4719,Ramiswil,SO,Solothurn,
4800,Zofingen,AG,Aargau,
4802,Strengelbach,AG,Aargau,
4803,Vordemwald,AG,Aargau,
4805,Brittnau,AG,Aargau,
4806,Wikon,LU,Luzern,
4812,Mühlethal,AG,Aargau,
4813,Uerkheim,AG,Aargau,
4814,Bottenwil,AG,Aargau,
4852,Rothrist,AG,Aargau,
4853,Murgenthal,AG,Aargau,
4853,Riken AG,AG,Aargau,
4856,Glashütten,AG,Aargau,
4900,Langenthal,BE,Bern / Berne,
4911,Schwarzhäusern,BE,Bern / Berne,
4912,Aarwangen,BE,Bern / Berne,
4913,Bannwil,BE,Bern / Berne,
4914,Roggwil BE,AG,Aargau,
4915,St. Urban,AG,Aargau,
4916,Untersteckholz,BE,Bern / Berne,
4917,Busswil b. Melchnau,BE,Bern / Berne,
4917,Melchnau,BE,Bern / Berne,
4919,Reisiswil,BE,Bern / Berne,
4922,Bützberg,BE,Bern / Berne,
4922,Thunstetten,BE,Bern / Berne,
4923,Wynau,BE,Bern / Berne,
4924,Obersteckholz,BE,Bern / Berne,
4932,Gutenburg,BE,Bern / Berne,
4932,Lotzwil,BE,Bern / Berne,
4933,Rütschelen,BE,Bern / Berne,
4934,Madiswil,BE,Bern / Berne,
4935,Leimiswil,BE,Bern / Berne,
4936,Kleindietwil,BE,Bern / Berne,
4937,Ursenbach,BE,Bern / Berne,
4938,Rohrbach,BE,Bern / Berne,
4938,Rohrbachgraben,BE,Bern / Berne,
4942,Walterswil BE,BE,Bern / Berne,
4943,Oeschenbach,BE,Bern / Berne,
4944,Auswil,BE,Bern / Berne,
4950,Huttwil,BE,Bern / Berne,
4952,Eriswil,BE,Bern / Berne,
4953,Schwarzenbach (Huttwil),BE,Bern / Berne,
4954,Wyssachen,BE,Bern / Berne,
4955,Gondiswil,BE,Bern / Berne,
5000,Aarau,AG,Aargau,
5004,Aarau,AG,Aargau,
5012,Eppenberg,SO,Solothurn,
5012,Schönenwerd,SO,Solothurn,
5012,Wöschnau,SO,Solothurn,
5013,Niedergösgen,SO,Solothurn,
5014,Gretzenbach,SO,Solothurn,
5015,Erlinsbach SO,SO,Solothurn,
5017,Barmelweid,SO,Solothurn,
5018,Erlinsbach,AG,Aargau,
5022,Rombach,AG,Aargau,
5023,Biberstein,AG,Aargau,
5024,Küttigen,AG,Aargau,
5025,Asp,AG,Aargau,
5026,Densbüren,AG,Aargau,
5027,Herznach,AG,Aargau,
5028,Ueken,AG,Aargau,
5032,Aarau Rohr,AG,Aargau,
5033,Buchs AG,AG,Aargau,
5034,Suhr,AG,Aargau,
5035,Unterentfelden,AG,Aargau,
5036,Oberentfelden,AG,Aargau,
5037,Muhen,AG,Aargau,
5040,Schöftland,AG,Aargau,
5042,Hirschthal,AG,Aargau,
5043,Holziken,AG,Aargau,
5044,Schlossrued,AG,Aargau,
5046,Schmiedrued,AG,Aargau,
5046,Walde AG,AG,Aargau,
5053,Staffelbach,AG,Aargau,
5053,Wittwil,AG,Aargau,
5054,Kirchleerau,AG,Aargau,
5054,Moosleerau,AG,Aargau,
5056,Attelwil,AG,Aargau,
5057,Reitnau,AG,Aargau,
5058,Wiliberg,AG,Aargau,
5062,Oberhof,AG,Aargau,
5063,Wölflinswil,AG,Aargau,
5064,Wittnau,AG,Aargau,
5070,Frick,AG,Aargau,
5072,Oeschgen,AG,Aargau,
5073,Gipf-Oberfrick,AG,Aargau,
5074,Eiken,AG,Aargau,
5075,Hornussen,AG,Aargau,
5076,Bözen,AG,Aargau,
5077,Elfingen,AG,Aargau,
5078,Effingen,AG,Aargau,
5079,Zeihen,AG,Aargau,
5080,Laufenburg,AG,Aargau,
5082,Kaisten,AG,Aargau,
5083,Ittenthal,AG,Aargau,
5084,Rheinsulz,AG,Aargau,
5085,Sulz AG,AG,Aargau,
5102,Rupperswil,AG,Aargau,
5103,Möriken AG,AG,Aargau,
5103,Wildegg,AG,Aargau,
5105,Auenstein,AG,Aargau,
5106,Veltheim AG,AG,Aargau,
5107,Schinznach Dorf,AG,Aargau,
5108,Oberflachs,AG,Aargau,
5112,Thalheim AG,AG,Aargau,
5113,Holderbank AG,AG,Aargau,
5116,Schinznach Bad,AG,Aargau,
5200,Brugg AG,AG,Aargau,
5210,Windisch,AG,Aargau,
5212,Hausen AG,AG,Aargau,
5213,Villnachern,AG,Aargau,
5222,Umiken,AG,Aargau,
5223,Riniken,AG,Aargau,
5225,Bözberg,AG,Aargau,
5233,Stilli,AG,Aargau,
5234,Villigen,AG,Aargau,
5235,Rüfenach AG,AG,Aargau,
5236,Remigen,AG,Aargau,
5237,Mönthal,AG,Aargau,
5242,Birr,AG,Aargau,
5242,Lupfig,AG,Aargau,
5243,Mülligen,AG,Aargau,
5244,Birrhard,AG,Aargau,
5245,Habsburg,AG,Aargau,
5246,Scherz,AG,Aargau,
5272,Gansingen,AG,Aargau,
5273,Oberhofen AG,AG,Aargau,
5274,Mettau,AG,Aargau,
5275,Etzgen,AG,Aargau,
5276,Wil AG,AG,Aargau,
5277,Hottwil,AG,Aargau,
5300,Turgi,AG,Aargau,
5301,Siggenthal Station,AG,Aargau,
5303,Würenlingen,AG,Aargau,
5304,Endingen,AG,Aargau,
5305,Unterendingen,AG,Aargau,
5306,Tegerfelden,AG,Aargau,
5312,Döttingen,AG,Aargau,
5313,Klingnau,AG,Aargau,
5314,Kleindöttingen,AG,Aargau,
5315,Böttstein,AG,Aargau,
5316,Leuggern,AG,Aargau,
5317,Hettenschwil,AG,Aargau,
5318,Mandach,AG,Aargau,
5322,Koblenz,AG,Aargau,
5323,Rietheim,AG,Aargau,
5324,Full-Reuenthal,AG,Aargau,
5325,Leibstadt,AG,Aargau,
5326,Schwaderloch,AG,Aargau,
5330,Bad Zurzach,AG,Aargau,
5332,Rekingen AG,AG,Aargau,
5333,Baldingen,AG,Aargau,
5334,Böbikon,AG,Aargau,
5400,Baden,AG,Aargau,
5404,Baden,AG,Aargau,
5405,Dättwil AG,AG,Aargau,
5406,Rütihof,AG,Aargau,
5408,Ennetbaden,AG,Aargau,
5412,Gebenstorf,AG,Aargau,
5412,Vogelsang AG,AG,Aargau,
5413,Birmenstorf AG,AG,Aargau,
5415,Hertenstein AG,AG,Aargau,
5415,Nussbaumen AG,AG,Aargau,
5415,Rieden AG,AG,Aargau,
5416,Kirchdorf AG,AG,Aargau,
5417,Untersiggenthal,AG,Aargau,
5420,Ehrendingen,AG,Aargau,
5423,Freienwil,AG,Aargau,
5425,Schneisingen,AG,Aargau,
5426,Lengnau AG,AG,Aargau,
5430,Wettingen,AG,Aargau,
5432,Neuenhof,AG,Aargau,
5436,Würenlos,AG,Aargau,
5442,Fislisbach,AG,Aargau,
5443,Niederrohrdorf,AG,Aargau,
5444,Künten,AG,Aargau,
5445,Eggenwil,AG,Aargau,
5452,Oberrohrdorf,AG,Aargau,
5453,Remetschwil,AG,Aargau,
5454,Bellikon,AG,Aargau,
5462,Siglistorf,ZH,Zürich,
5463,Wislikofen,AG,Aargau,
5464,Rümikon AG,AG,Aargau,
5465,Mellikon,AG,Aargau,
5466,Kaiserstuhl AG,AG,Aargau,
5467,Fisibach,AG,Aargau,
5502,Hunzenschwil,AG,Aargau,
5503,Schafisheim,AG,Aargau,
5504,Othmarsingen,AG,Aargau,
5505,Brunegg,AG,Aargau,
5506,Mägenwil,AG,Aargau,
5507,Mellingen,AG,Aargau,
5512,Wohlenschwil,AG,Aargau,
5522,Tägerig,AG,Aargau,
5524,Nesselnbach,AG,Aargau,
5524,Niederwil AG,AG,Aargau,
5525,Fischbach-Göslikon,AG,Aargau,
5600,Ammerswil AG,AG,Aargau,
5600,Lenzburg,AG,Aargau,
5603,Staufen,AG,Aargau,
5604,Hendschiken,AG,Aargau,
5605,Dottikon,AG,Aargau,
5606,Dintikon,AG,Aargau,
5607,Hägglingen,AG,Aargau,
5608,Stetten AG,AG,Aargau,
5610,Wohlen AG,AG,Aargau,
5611,Anglikon,AG,Aargau,
5612,Villmergen,AG,Aargau,
5613,Hilfikon,AG,Aargau,
5614,Sarmenstorf,AG,Aargau,
5615,Fahrwangen,AG,Aargau,
5616,Meisterschwanden,AG,Aargau,
5617,Tennwil,AG,Aargau,
5618,Bettwil,AG,Aargau,
5619,Büttikon AG,AG,Aargau,
5619,Uezwil,AG,Aargau,
5620,Bremgarten AG,AG,Aargau,
5621,Zufikon,AG,Aargau,
5622,Waltenschwil,AG,Aargau,
5623,Boswil,AG,Aargau,
5624,Bünzen,AG,Aargau,
5624,Waldhäusern AG,AG,Aargau,
5625,Kallern,AG,Aargau,
5626,Hermetschwil-Staffeln,AG,Aargau,
5627,Besenbüren,AG,Aargau,
5628,Aristau,AG,Aargau,
5630,Muri AG,AG,Aargau,
5632,Buttwil,AG,Aargau,
5634,Merenschwand,AG,Aargau,
5636,Benzenschwil,AG,Aargau,
5637,Beinwil (Freiamt),AG,Aargau,
5637,Geltwil,AG,Aargau,
5642,Mühlau,AG,Aargau,
5643,Alikon,AG,Aargau,
5643,Meienberg,AG,Aargau,
5643,Sins,AG,Aargau,
5644,Auw,AG,Aargau,
5645,Aettenschwil,AG,Aargau,
5645,Fenkrieden,AG,Aargau,
5646,Abtwil AG,AG,Aargau,
5647,Oberrüti,AG,Aargau,
5702,Niederlenz,AG,Aargau,
5703,Seon,AG,Aargau,
5704,Egliswil,AG,Aargau,
5705,Hallwil,AG,Aargau,
5706,Boniswil,AG,Aargau,
5707,Seengen,AG,Aargau,
5708,Birrwil,AG,Aargau,
5712,Beinwil am See,AG,Aargau,
5722,Gränichen,AG,Aargau,
5723,Teufenthal AG,AG,Aargau,
5724,Dürrenäsch,AG,Aargau,
5725,Leutwil,AG,Aargau,
5726,Unterkulm,AG,Aargau,
5727,Oberkulm,AG,Aargau,
5728,Gontenschwil,AG,Aargau,
5732,Zetzwil,AG,Aargau,
5733,Leimbach AG,AG,Aargau,
5734,Reinach AG,AG,Aargau,
5735,Pfeffikon LU,LU,Luzern,
5736,Burg AG,AG,Aargau,
5737,Menziken,AG,Aargau,
5742,Kölliken,AG,Aargau,
5745,Safenwil,AG,Aargau,
5746,Walterswil SO,SO,Solothurn,
6003,Luzern,LU,Luzern,
6004,Luzern,LU,Luzern,
6005,Luzern,LU,Luzern,
6005,St. Niklausen LU,LU,Luzern,
6006,Luzern,LU,Luzern,
6010,Kriens,LU,Luzern,
6010,Pilatus Kulm,OW,Obwalden,
6012,Obernau,LU,Luzern,
6013,Eigenthal,LU,Luzern,
6014,Luzern,LU,Luzern,
6015,Luzern,LU,Luzern,
6016,Hellbühl,LU,Luzern,
6017,Ruswil,LU,Luzern,
6018,Buttisholz,LU,Luzern,
6019,Sigigen,LU,Luzern,
6020,Emmenbrücke,LU,Luzern,
6022,Grosswangen,LU,Luzern,
6023,Rothenburg,LU,Luzern,
6024,Hildisrieden,LU,Luzern,
6025,Neudorf,LU,Luzern,
6026,Rain,LU,Luzern,
6027,Römerswil LU,LU,Luzern,
6028,Herlisberg,LU,Luzern,
6030,Ebikon,LU,Luzern,
6032,Emmen,LU,Luzern,
6033,Buchrain,LU,Luzern,
6034,Inwil,AG,Aargau,
6035,Perlen,LU,Luzern,
6036,Dierikon,LU,Luzern,
6037,Root,LU,Luzern,
6038,Gisikon,LU,Luzern,
6038,Honau,LU,Luzern,
6039,Root D4,LU,Luzern,
6042,Dietwil,AG,Aargau,
6043,Adligenswil,LU,Luzern,
6044,Udligenswil,LU,Luzern,
6045,Meggen,LU,Luzern,
6047,Kastanienbaum,LU,Luzern,
6048,Horw,LU,Luzern,
6052,Hergiswil NW,LU,Luzern,
6053,Alpnachstad,OW,Obwalden,
6055,Alpnach Dorf,OW,Obwalden,
6056,Kägiswil,OW,Obwalden,
6060,Ramersberg,OW,Obwalden,
6060,Sarnen,OW,Obwalden,
6062,Wilen (Sarnen),OW,Obwalden,
6063,Stalden (Sarnen),OW,Obwalden,
6064,Kerns,OW,Obwalden,
6066,St. Niklausen OW,OW,Obwalden,
6067,Melchtal,OW,Obwalden,
6068,Melchsee-Frutt,OW,Obwalden,
6072,Sachseln,OW,Obwalden,
6073,Flüeli-Ranft,OW,Obwalden,
6074,Giswil,OW,Obwalden,
6078,Bürglen OW,OW,Obwalden,
6078,Lungern,OW,Obwalden,
6083,Hasliberg Hohfluh,BE,Bern / Berne,
6084,Hasliberg Wasserwendi,BE,Bern / Berne,
6085,Hasliberg Goldern,BE,Bern / Berne,
6086,Hasliberg Reuti,BE,Bern / Berne,
6102,Malters,LU,Luzern,
6103,Schwarzenberg LU,LU,Luzern,
6105,Schachen LU,LU,Luzern,
6106,Werthenstein,LU,Luzern,
6110,Fontannen b. Wolhusen,LU,Luzern,
6110,Wolhusen,LU,Luzern,
6112,Doppleschwand,LU,Luzern,
6113,Romoos,LU,Luzern,
6114,Steinhuserberg,LU,Luzern,
6122,Menznau,LU,Luzern,
6123,Geiss,LU,Luzern,
6125,Menzberg,LU,Luzern,
6126,Daiwil,LU,Luzern,
6130,Willisau,LU,Luzern,
6132,Rohrmatt,LU,Luzern,
6133,Hergiswil b. Willisau,LU,Luzern,
6142,Gettnau,LU,Luzern,
6143,Ohmstal,LU,Luzern,
6144,Zell LU,LU,Luzern,
6145,Fischbach LU,LU,Luzern,
6146,Grossdietwil,BE,Bern / Berne,
6147,Altbüron,BE,Bern / Berne,
6152,Hüswil,LU,Luzern,
6153,Ufhusen,LU,Luzern,
6154,Hofstatt,LU,Luzern,
6156,Luthern,LU,Luzern,
6156,Luthern Bad,LU,Luzern,
6162,Entlebuch,LU,Luzern,
6162,Finsterwald b. Entlebuch,LU,Luzern,
6162,Rengg,LU,Luzern,
6163,Ebnet,LU,Luzern,
6166,Hasle LU,LU,Luzern,
6167,Bramboden,LU,Luzern,
6170,Schüpfheim,LU,Luzern,
6173,Flühli LU,LU,Luzern,
6174,Sörenberg,LU,Luzern,
6182,Escholzmatt,LU,Luzern,
6192,Wiggen,LU,Luzern,
6196,Marbach LU,LU,Luzern,
6197,Schangnau,BE,Bern / Berne,
6203,Sempach Station,LU,Luzern,
6204,Sempach,LU,Luzern,
6205,Eich,LU,Luzern,
6206,Neuenkirch,LU,Luzern,
6207,Nottwil,LU,Luzern,
6208,Oberkirch LU,LU,Luzern,
6210,Sursee,LU,Luzern,
6211,Buchs LU,LU,Luzern,
6212,Kaltbach,LU,Luzern,
6212,St. Erhard,LU,Luzern,
6213,Knutwil,LU,Luzern,
6214,Schenkon,LU,Luzern,
6215,Beromünster,LU,Luzern,
6215,Schwarzenbach LU,LU,Luzern,
6216,Mauensee,LU,Luzern,
6217,Kottwil,LU,Luzern,
6218,Ettiswil,LU,Luzern,
6221,Rickenbach LU,LU,Luzern,
6222,Gunzwil,LU,Luzern,
6231,Schlierbach,LU,Luzern,
6232,Geuensee,LU,Luzern,
6233,Büron,LU,Luzern,
6234,Kulmerau,AG,Aargau,
6234,Triengen,LU,Luzern,
6235,Winikon,LU,Luzern,
6236,Wilihof,LU,Luzern,
6242,Wauwil,LU,Luzern,
6243,Egolzwil,LU,Luzern,
6244,Nebikon,LU,Luzern,
6245,Ebersecken,LU,Luzern,
6246,Altishofen,LU,Luzern,
6247,Schötz,LU,Luzern,
6248,Alberswil,LU,Luzern,
6252,Dagmersellen,LU,Luzern,
6253,Uffikon,LU,Luzern,
6260,Hintermoos,LU,Luzern,
6260,Mehlsecken,LU,Luzern,
6260,Reiden,LU,Luzern,
6260,Reidermoos,LU,Luzern,
6262,Langnau b. Reiden,LU,Luzern,
6263,Richenthal,LU,Luzern,
6264,Pfaffnau,AG,Aargau,
6265,Roggliswil,LU,Luzern,
6274,Eschenbach LU,LU,Luzern,
6275,Ballwil,AG,Aargau,
6276,Hohenrain,LU,Luzern,
6277,Kleinwangen,AG,Aargau,
6277,Lieli LU,LU,Luzern,
6280,Hochdorf,LU,Luzern,
6280,Urswil,LU,Luzern,
6283,Baldegg,LU,Luzern,
6284,Gelfingen,LU,Luzern,
6284,Sulz LU,LU,Luzern,
6285,Hitzkirch,LU,Luzern,
6285,Retschwil,LU,Luzern,
6286,Altwis,LU,Luzern,
6287,Aesch LU,LU,Luzern,
6288,Schongau,LU,Luzern,
6289,Hämikon,LU,Luzern,
6289,Müswangen,LU,Luzern,
6294,Ermensee,LU,Luzern,
6295,Mosen,LU,Luzern,
6300,Zug,ZG,Zug,
6300,Zugerberg,ZG,Zug,
6312,Steinhausen,ZG,Zug,
6313,Edlibach,ZG,Zug,
6313,Finstersee,ZG,Zug,
6313,Menzingen,ZG,Zug,
6314,Neuägeri,ZG,Zug,
6314,Unterägeri,ZG,Zug,
6315,Morgarten,SZ,Schwyz,
6315,Alosen,ZG,Zug,
6315,Oberägeri,ZG,Zug,
6317,Oberwil b. Zug,ZG,Zug,
6318,Walchwil,SZ,Schwyz,
6319,Allenwinden,ZG,Zug,
6330,Cham,ZG,Zug,
6331,Hünenberg,ZG,Zug,
6332,Hagendorn,ZG,Zug,
6333,Hünenberg See,ZG,Zug,
6340,Sihlbrugg,ZH,Zürich,
6340,Baar,ZG,Zug,
6343,Buonas,ZG,Zug,
6343,Holzhäusern ZG,ZG,Zug,
6343,Risch,ZG,Zug,
6343,Rotkreuz,ZG,Zug,
6344,Meierskappel,LU,Luzern,
6345,Neuheim,ZG,Zug,
6353,Weggis,LU,Luzern,
6354,Vitznau,LU,Luzern,
6356,Rigi Kaltbad,LU,Luzern,
6362,Stansstad,NW,Nidwalden,
6363,Bürgenstock,NW,Nidwalden,
6363,Fürigen,NW,Nidwalden,
6363,Obbürgen,NW,Nidwalden,
6365,Kehrsiten,LU,Luzern,
6370,Oberdorf NW,NW,Nidwalden,
6370,Stans,NW,Nidwalden,
6372,Ennetmoos,NW,Nidwalden,
6373,Ennetbürgen,NW,Nidwalden,
6374,Buochs,NW,Nidwalden,
6375,Beckenried,NW,Nidwalden,
6376,Emmetten,NW,Nidwalden,
6377,Seelisberg,UR,Uri,
6382,Büren NW,NW,Nidwalden,
6383,Dallenwil,NW,Nidwalden,
6383,Niederrickenbach,NW,Nidwalden,
6383,Wiesenberg,NW,Nidwalden,
6383,Wirzweli,NW,Nidwalden,
6386,Wolfenschiessen,NW,Nidwalden,
6387,Oberrickenbach,NW,Nidwalden,
6388,Grafenort,OW,Obwalden,
6390,Engelberg,UR,Uri,
6402,Merlischachen,SZ,Schwyz,
6403,Küssnacht am Rigi,SZ,Schwyz,
6404,Greppen,LU,Luzern,
6405,Immensee,SZ,Schwyz,
6410,Goldau,SZ,Schwyz,
6410,Rigi Klösterli,SZ,Schwyz,
6410,Rigi Kulm,SZ,Schwyz,
6410,Rigi Scheidegg,SZ,Schwyz,
6410,Rigi Staffel,SZ,Schwyz,
